rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
50969,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Alphen a/d Rijn,Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","APN, BSK, GD, WAD, WADN, BSKS, WADT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 06:54:43","2023-12-08 07:41:53",47
50970,"Deventer-Enschede; Zwolle-Enschede","Almelo - Hengelo",89,"Almelo,Almelo de Riet,Borne,Hengelo","AML, AMRI, BN, HGL",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-12-08 07:23:01","2023-12-08 23:34:36",972
50971,Nijmegen-'s-Hertogenbosch,"'s-Hertogenbosch - Nijmegen",57,"Oss,Ravenstein,Wijchen","O, RVS, WC","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 08:58:10","2023-12-08 09:15:53",18
50972,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","BSK, GD, WAD, WADN, BSKS, WADT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 09:05:11","2023-12-08 09:44:05",39
50973,Utrecht-'s-Hertogenbosch,"'s-Hertogenbosch - Utrecht Centraal",151,"Geldermalsen,'s-Hertogenbosch,Zaltbommel","GDM, HT, ZBM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 09:58:57","2023-12-08 10:07:33",9
50974,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 10:54:33","2023-12-08 11:39:46",45
50975,Utrecht-Leiden,"Leiden Centraal - Utrecht Centraal",147,"Alphen a/d Rijn,Leiden Lammenschans,Leiden Centraal","APN, LDL, LEDN",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-12-08 11:05:24","2023-12-08 12:12:30",67
50976,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,"Akkrum,Grou-Jirnsum,Leeuwarden","AKM, GW, LW","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-08 11:08:31","2023-12-08 17:14:57",366
50977,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 20:58:27","2023-12-08 21:15:39",17
50978,Venlo-Roermond,"Roermond - Venlo",66,"Tegelen,Venlo","TG, VL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 06:09:11","2023-12-09 06:58:53",50
50979,Venlo-Mönchengladbach-Düsseldorf,"Hamm (Westf.) - Venlo",128,"Kaldenkirchen,Venlo","KN, VL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 06:19:06","2023-12-09 06:58:57",40
50980,Schiphol-Leiden,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Leiden Centraal,Nieuw Vennep,Schiphol Airport,Sassenheim","HFD, LEDN, NVP, SHL, SSH","logistieke beperkingen","logistical limitations","logistieke beperkingen","logistical limitations",logistical,"2023-12-09 06:34:18","2023-12-11 00:43:35",2529
50981,"Amsterdam Bijlmer ArenA-Leiden Centraal","Schiphol Airport - Utrecht Centraal",137,"Amsterdam Bijlmer ArenA,Amsterdam Zuid,Duivendrecht,Amsterdam RAI,Schiphol Airport","ASB, ASDZ, DVD, RAI, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 07:53:54","2023-12-09 07:59:50",6
50982,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-09 10:32:59","2023-12-10 01:21:08",888
50983,Hengelo-Bielefeld,"Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,174","Bad Bentheim,Hengelo,Hengelo Oost,Oldenzaal,Osnabrück Hbf,Rheine,Bielefeld Hbf,Bünde (Westf)","BH, HGL, HGLO, ODZ, OSNH, RHEINE, BIELEF, BUENDE","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-12-09 11:25:53","2023-12-10 01:22:33",837
50984,Nijmegen-Venlo,"Nijmegen - Venlo",64,"Boxmeer,Vierlingsbeek,Venray","BMR, VLB, VRY",aanrijding,collision,aanrijding,collision,accidents,"2023-12-09 14:31:21","2023-12-09 16:12:50",101
50985,Nijmegen-Venlo,"Nijmegen - Venlo",64,"Boxmeer,Blerick,Cuijk,Mook-Molenhoek,Nijmegen,Nijmegen Heyendaal,Venlo,Vierlingsbeek,Venray","BMR, BR, CK, MMLH, NM, NMH, VL, VLB, VRY",aanrijding,collision,aanrijding,collision,accidents,"2023-12-09 14:32:39","2023-12-09 14:32:49",0
50986,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178,179","Arnhem Centraal,Arnhem Velperpoort,Duiven,Emmerich,Zevenaar,Westervoort,Emmerich-Elten","AH, AHP, DVN, EM, ZV, WTV, EL","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-09 16:39:33","2023-12-10 01:23:00",523
50987,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Elst,Nijmegen,Nijmegen Lent","EST, NM, NML",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-09 16:50:12","2023-12-09 17:06:36",16
50988,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-09 17:09:18","2023-12-09 19:16:13",127
50989,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Elst,Nijmegen,Nijmegen Lent","EST, NM, NML","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 19:36:17","2023-12-09 19:58:16",22
50990,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Arnemuiden,Bergen op Zoom,Kapelle-Biezelinge,Goes,Krabbendijke,Kruiningen-Yerseke,Middelburg,Rilland-Bath,Roosendaal,Vlissingen,Vlissingen Souburg","ARN, BGN, BZL, GS, KBD, KRG, MDB, RB, RSD, VS, VSS","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-12-09 19:42:29","2023-12-09 20:40:02",58
50991,Utrecht-Tiel,"'s-Hertogenbosch - Utrecht Centraal, Tiel - Utrecht Centraal","150,151","Culemborg,Geldermalsen,Houten,Houten Castellum,Utrecht Centraal,Utrecht Lunetten,Utrecht Vaartsche Rijn","CL, GDM, HTN, HTNC, UT, UTLN, UTVR","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 20:05:01","2023-12-09 20:06:17",1
50992,Nijmegen-'s-Hertogenbosch,"'s-Hertogenbosch - Nijmegen",57,"Nijmegen,Nijmegen Dukenburg,Oss,Ravenstein,Wijchen,Nijmegen Goffert","NM, NMD, O, RVS, WC, NMGO",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-09 20:06:24","2023-12-09 20:16:19",10
50993,Utrecht-Rotterdam,"Rotterdam Centraal - Utrecht Centraal",142,"Capelle Schollevaar,Gouda,Gouda Goverwelle,Nieuwerkerk a/d IJssel,Rotterdam Alexander,Rotterdam Centraal,Rotterdam Noord,Utrecht Centraal,Utrecht Terwijde,Vleuten,Woerden,Utrecht Leidsche Rijn","CPS, GD, GDG, NWK, RTA, RTD, RTN, UT, UTT, VTN, WD, UTLR","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 20:10:21","2023-12-09 22:04:54",115
50994,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-09 20:20:46","2023-12-09 22:56:56",156
50995,Heerlen-Maastricht,"Heerlen - Maastricht",76,"Heerlen,Heerlen Woonboulevard,Klimmen-Ransdaal,Schin op Geul,Voerendaal,Valkenburg","HRL, HRLW, KMR, SOG, VDL, VK",aanrijding,collision,aanrijding,collision,accidents,"2023-12-09 20:38:31","2023-12-09 20:51:13",13
50996,Deventer-Almelo,"Almelo - Deventer",88,"Deventer,Deventer Colmschate,Holten,Rijssen,Wierden","DV, DVC, HON, RSN, WDN","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 20:40:54","2023-12-09 21:00:30",20
50997,Rotterdam-Dordrecht,"Dordrecht - Rotterdam Centraal",16,"Barendrecht,Zwijndrecht","BRD, ZWD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-09 21:33:45","2023-12-09 21:56:01",22
50998,"Amsterdam-Almere; Leiden-Duivendrecht-Lelystad","Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145","Almere Centrum,Almere Muziekwijk,Weesp,Almere Poort","ALM, ALMM, WP, AMPO","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-10 08:05:18","2023-12-10 08:07:53",3
50999,Utrecht-Almere,"Almere Oostvaarders - Utrecht Centraal",149,"Almere Centrum,Almere Muziekwijk,Bussum Zuid,Hilversum,Naarden-Bussum,Weesp,Almere Poort,Hilversum Media Park","ALM, ALMM, BSMZ, HVS, NDB, WP, AMPO, HVSM","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-10 08:08:04","2023-12-10 12:05:43",238
51000,"Amsterdam-Almere; Hoofddorp-Schiphol-Almere Oostvaarders","Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145","Almere Centrum,Almere Muziekwijk,Weesp,Almere Poort","ALM, ALMM, WP, AMPO",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-12-10 10:11:41","2023-12-10 12:05:36",114
51001,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 10:29:55","2023-12-10 10:47:58",18
51002,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-10 10:49:44","2023-12-11 11:56:00",1506
51003,Groningen-Leeuwarden,"Groningen - Leeuwarden",102,"Buitenpost,Grijpskerk,Groningen,Zuidhorn","BP, GK, GN, ZH",aanrijding,collision,aanrijding,collision,accidents,"2023-12-10 10:54:33","2023-12-10 15:22:56",268
51004,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,"Akkrum,Grou-Jirnsum,Leeuwarden","AKM, GW, LW",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-12-10 11:36:29","2023-12-10 23:56:35",740
51005,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD",brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2023-12-10 11:43:05","2023-12-10 12:11:06",28
51006,Hilversum-Amersfoort,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148","Baarn,Hilversum","BRN, HVS","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 12:29:24","2023-12-10 12:33:00",4
51007,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178,179","Arnhem Centraal,Arnhem Velperpoort,Duiven,Emmerich,Zevenaar,Westervoort,Emmerich-Elten","AH, AHP, DVN, EM, ZV, WTV, EL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 13:29:14","2023-12-10 14:54:07",85
51008,Hengelo-Oldenzaal,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Hengelo,Hengelo Oost,Oldenzaal","HGL, HGLO, ODZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 14:31:25","2023-12-10 14:36:46",5
51009,Rotterdam-Gouda,"Rotterdam Centraal - Utrecht Centraal",142,"Capelle Schollevaar,Gouda,Nieuwerkerk a/d IJssel,Rotterdam Alexander","CPS, GD, NWK, RTA","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 15:19:46","2023-12-10 15:20:07",0
51010,Schiphol-Hoofddorp,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Schiphol Airport","HFD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 16:06:34","2023-12-10 16:11:01",4
51011,'s-Hertogenbosch-Eindhoven,"'s-Hertogenbosch - Eindhoven",153,"Best,Boxtel,Eindhoven Centraal,'s-Hertogenbosch,Vught,Eindhoven Strijp-S","BET, BTL, EHV, HT, VG, EHS",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-10 16:15:13","2023-12-10 17:48:05",93
51012,'s-Hertogenbosch-Tilburg,"'s-Hertogenbosch - Tilburg",69,"'s-Hertogenbosch,Tilburg","HT, TB",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-10 16:18:16","2023-12-10 17:48:14",90
51013,Venlo-Roermond,"Roermond - Venlo",66,"Roermond,Reuver,Swalmen,Tegelen,Venlo","RM, RV, SM, TG, VL","gladde sporen","slippery railway tracks","gladde sporen","slippery railway tracks",weather,"2023-12-10 18:38:53","2023-12-11 02:03:17",444
51014,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 21:00:16","2023-12-10 21:14:28",14
51015,'s-Hertogenbosch-Oss,"'s-Hertogenbosch - Nijmegen",57,"'s-Hertogenbosch,'s-Hertogenbosch Oost,Oss,Oss West,Rosmalen","HT, HTO, O, OW, RS","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-10 22:04:34","2023-12-10 22:26:25",22
51016,Zwolle-Groningen,"Groningen - Zwolle",146,"Assen,Groningen Europapark,Groningen,Haren","ASN, GERP, GN, HRN",aanrijding,collision,aanrijding,collision,accidents,"2023-12-10 23:57:42","2023-12-11 01:10:22",73
51017,Eindhoven-Roermond,"Eindhoven - Roermond",67,"Geldrop,Heeze,Maarheeze,Roermond,Weert","GP, HZE, MZ, RM, WT",aanrijding,collision,aanrijding,collision,accidents,"2023-12-11 00:47:20","2023-12-11 02:04:25",77
51018,Leiden-Duivendrecht-Lelystad,"Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport","22,144","Almere Centrum,Almere Muziekwijk,Amsterdam Zuid,Diemen Zuid,Duivendrecht,Hoofddorp,Leiden Centraal,Nieuw Vennep,Amsterdam RAI,Schiphol Airport,Weesp,Sassenheim,Almere Poort","ALM, ALMM, ASDZ, DMNZ, DVD, HFD, LEDN, NVP, RAI, SHL, WP, SSH, AMPO","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-11 05:28:12","2023-12-11 12:44:30",436
51019,Amsterdam-Hoofddorp,"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport","22,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Hoofddorp,Schiphol Airport","ASD, ASDL, ASS, HFD, SHL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-11 05:32:45","2023-12-11 12:44:34",432
51020,"Leiden-Den Haag","Den Haag Centraal - Leiden Centraal",169,"De Vink,Den Haag Centraal,Den Haag Mariahoeve,Den Haag Laan v NOI,Leiden Centraal,Voorschoten","DVNK, GVC, GVM, LAA, LEDN, VST","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-11 05:33:22","2023-12-11 12:44:38",431
51021,Schiphol-Amersfoort,"Amersfoort - Schiphol Airport",148,"Amsterdam Zuid,Bussum Zuid,Diemen Zuid,Duivendrecht,Hilversum,Naarden-Bussum,Amsterdam RAI,Schiphol Airport,Weesp,Hilversum Media Park","ASDZ, BSMZ, DMNZ, DVD, HVS, NDB, RAI, SHL, WP, HVSM","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-11 05:33:28","2023-12-11 12:44:43",431
51022,"Deventer-Zutphen; Zutphen-Hengelo; Zutphen-Winterswijk","Deventer - Zutphen, Hengelo - Zutphen, Winterswijk - Zutphen","83,86,90","Delden,Deventer,Goor,Hengelo,Lochem,Lichtenvoorde-Groenlo,Ruurlo,Vorden,Winterswijk,Winterswijk West,Zutphen,Hengelo Gezondheidspark","DDN, DV, GO, HGL, LC, LTV, RL, VD, WW, WWW, ZP, HGLG","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-11 06:59:18","2023-12-11 07:06:16",7
51023,"Breda-Eindhoven; Breda-'s-Hertogenbosch","Breda - Tilburg",68,"Breda,Gilze-Rijen,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, GZ, TB, TBR, TBU","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-11 08:34:05","2023-12-11 08:59:45",26
51024,Breda-Tilburg,"Breda - Tilburg",68,"Breda,Gilze-Rijen,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, GZ, TB, TBR, TBU","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-11 09:00:09","2023-12-11 09:35:17",35
51025,Dordrecht-Breda,"Breda - Dordrecht",170,"Breda,Breda-Prinsenbeek,Lage Zwaluwe","BD, BDPB, ZLW","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-11 09:32:07","2023-12-11 10:41:48",70
51026,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-11 11:55:41","2023-12-11 19:30:52",455
51027,Eindhoven-Weert,"Eindhoven - Roermond",67,"Eindhoven Centraal,Geldrop,Heeze,Maarheeze,Weert","EHV, GP, HZE, MZ, WT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-11 15:40:54","2023-12-11 16:00:04",19
51028,"Lage Zwaluwe","Breda - Dordrecht, Dordrecht - Roosendaal","170,171","Lage Zwaluwe",ZLW,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-12-11 16:40:32","2023-12-11 17:37:17",57
51029,"Rotterdam-Breda (HSL); Rotterdam-Breda-Brussel (HSL)","Antwerpen-Centraal - Breda (HSL), Breda - Rotterdam Centraal (HSL)","15,177","Breda,Rotterdam Centraal,Noorderkempen","BD, RTD, NDKP",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-12-11 16:41:12","2023-12-11 16:56:09",15
51030,Amersfoort-Zwolle,"Amersfoort - Zwolle",48,"'t Harde,Wezep,Zwolle","HDE, WZ, ZL",overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2023-12-11 16:59:55","2023-12-11 19:31:05",151
51031,Hengelo-Bielefeld,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Bad Bentheim,Hengelo,Hengelo Oost,Oldenzaal","BH, HGL, HGLO, ODZ","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-12-11 18:25:27","2023-12-11 20:50:59",146
51032,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-11 19:52:40","2023-12-11 21:31:27",99
51033,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML","technisch onderzoek","technical investigation","technisch onderzoek","technical investigation",unknown,"2023-12-11 19:54:51","2023-12-11 20:51:10",56
51034,"Utrecht-Amersfoort Schothorst; Utrecht-Baarn","Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal","44,134","Bilthoven,Utrecht Centraal,Utrecht Overvecht","BHV, UT, UTO",aanrijding,collision,aanrijding,collision,accidents,"2023-12-11 20:49:15","2023-12-12 00:41:52",233
